Number,File Name,Member,Duration,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,LPC_1,LPC_2,LPC_3,LPC_4,LPC_5,LPC_6,LPC_7,LPC_8,LPC_9,LPC_10,LPC_11,LPC_12,DCT_1,DCT_2,DCT_3,DCT_4,DCT_5,DCT_6,DCT_7,DCT_8,DCT_9,DCT_10,DCT_11,DCT_12,DCT_13,Fluency Label
50,247s8,student,8.823990929705216,-490.77014,191.46315,7.7945714,5.257588,-11.868341,3.1346269,-21.371176,-2.7754974,-8.024583,-2.3042214,-11.381856,-5.3539047,-10.617156,-2.7867908,3.401934,-3.004143,2.813456,-2.759144,2.4389377,-1.982488,1.421517,-0.63578963,0.045308873,0.08970077,-0.031545497,-0.00074356265,0.00031318644,-0.00079327537,0.00024928228,0.0010081206,-3.5024976e-05,0.00027651532,-0.00062321394,-0.0006734311,0.0004326559,-0.0006979432,-0.00016466196,0.0005994994,0
51,247s25,student,4.0,-412.0061,174.95197,-9.776361,8.818145,-10.079094,1.2132941,-29.197544,-7.000293,-4.0408444,-6.857317,-11.524898,-3.6671572,-13.767665,-2.1717894,1.7454664,-1.0215178,0.9557971,-0.8185998,0.69382906,-0.71116227,0.34981441,0.00076174876,0.0974453,-0.09698155,0.00038962462,-0.00021273918,-0.002322881,-0.0006267246,-0.001256618,-0.00026803795,-0.001647165,0.00038134767,-0.0009205799,0.00062170916,-0.0016929691,-0.00011284101,-0.0014033312,-0.00013415792,0
52,247s22,student,20.379002267573696,-320.83844,173.13474,-31.97798,4.3848495,-5.28759,-7.9960923,-20.504602,-10.787463,-12.595567,-10.34499,-11.861263,-6.7466197,-13.31778,-2.239839,1.8424432,-0.8624771,0.79405963,-0.995223,0.84765613,-0.70336264,0.5924188,-0.35920456,0.21449694,-0.17696483,0.09260498,-0.0010847347,0.0012444672,-0.00032251026,0.0010089616,-0.0008581425,-0.0010523689,-0.0011688685,-0.00020457144,-0.0002064336,-0.00047987828,-0.002247179,-0.0009593321,0.000382565,0
53,247s18,student,12.954965986394559,-441.2093,181.74788,-0.5498755,1.5150701,-9.408892,1.0602242,-26.485142,-7.069048,-6.095716,-7.1335335,-11.865508,-5.35728,-9.82271,-2.2346153,1.8233567,-1.0098686,0.8938359,-0.7350567,0.63292015,-0.7239972,0.45580792,-0.08952799,0.13203646,-0.18508595,0.06572031,-6.8832225e-05,0.0001299169,-0.00051734404,0.00022213804,0.0004418922,0.0007564133,-0.0005116706,0.0019411757,-0.00041384652,0.0017890726,0.0005655788,-9.228755e-05,0.0006341953,0
54,247s9,student,12.850975056689343,-472.22824,173.6954,11.274019,3.1590917,-10.034104,1.981921,-18.963905,-10.981282,-5.941037,-7.548617,-9.048163,-6.773545,-11.495596,-1.9581542,1.3079549,-0.5552842,0.5391783,-0.53636134,0.43117175,-0.47605312,0.33070594,-0.06516431,0.054922752,-0.06893866,0.03439564,-0.0001198773,-0.00072725164,-0.000971642,-0.0011067309,-0.0009555153,-5.117793e-06,-0.00068741676,-0.0005013041,-0.0010174983,-0.00013841434,0.0007268812,0.001167785,-0.00061940245,1
55,247s5,student,22.443990929705215,-385.598,158.36996,2.102188,10.196643,2.2448976,-6.295727,-24.842392,-10.192214,-10.221892,-6.608832,-10.050305,-8.627924,-10.904133,-2.0164557,1.3184731,-0.44212738,0.55547243,-0.6622632,0.4469914,-0.46445167,0.4839409,-0.28715,0.20984098,-0.18381104,0.0842036,-0.0014452727,0.0014990837,-0.0009296166,-0.0012277558,0.0032044074,0.0005053552,-0.0003714468,0.00018312174,-0.0012799406,0.0007234735,-0.00079533295,0.001034227,0.0028304507,0
56,247s24,student,10.598004535147393,-409.58197,182.56662,-0.49928266,1.6465979,0.87177396,-6.2655153,-23.053799,-11.970329,-8.326213,-7.6629963,-10.177451,-5.8185678,-11.593378,-2.2008517,1.5638311,-0.3647861,0.4148676,-0.8827275,0.8713933,-0.8181188,0.72257465,-0.41183835,0.24320608,-0.17742398,0.07253583,-0.00095101976,0.0003692594,-3.5564808e-05,0.00013174905,-6.933427e-05,-0.0014003454,-0.00011956321,0.0005277663,0.0009212658,-9.560797e-05,-0.0011091309,-0.00072857447,-0.00019387438,0
57,247s26,student,3.431020408163265,-404.24997,173.72325,-6.728906,2.9402165,-1.1612666,-2.0220594,-25.390724,-8.646605,-7.2333026,-6.393427,-10.314276,-4.8114777,-14.24602,-1.7933878,0.8696529,-0.3430842,0.80568206,-0.6892405,0.37890965,-0.5937072,0.495835,-0.13947968,0.18283898,-0.19875067,0.06347967,0.0013341046,0.0008947506,0.0004542841,-4.1114283e-05,-0.0011894114,0.00033743182,0.0010106063,0.0008693592,-0.001500072,-0.001389787,0.00040696087,1.0250776e-05,0.00048847345,0
58,247s10,student,4.897006802721088,-423.91827,170.79013,5.000042,2.6982014,-16.22245,7.3561225,-24.295746,-7.126977,-4.1147027,-6.4948754,-12.910465,-6.1635637,-9.010412,-1.928348,1.2843616,-0.7643576,0.68649125,-0.30748326,0.3038737,-0.48571664,0.3094539,-0.11040138,0.07960065,-0.070919715,0.037812576,-0.00045076825,-0.00060464884,-0.00015358362,-0.0014037434,0.0014467865,0.0007424334,0.0010411675,-0.0010093641,0.0015629155,0.0002896629,0.00053295546,-0.0007950595,0.00046524464,1
59,247s16,student,7.5180045351473925,-402.379,169.80896,1.4917221,-1.4569337,2.1682289,-0.6731471,-27.989498,-11.780315,-7.1995096,-5.724572,-9.200206,-7.8772154,-13.283297,-1.8047432,0.98000985,-0.51629215,0.8193335,-0.5141802,0.21963312,-0.62544876,0.6638655,-0.2546113,0.2200176,-0.24631876,0.10406804,-0.0009999105,0.00029125845,0.00020680056,-0.0007354719,-0.0015629004,-0.00073540816,-0.00055063155,-4.021931e-05,-0.0006004415,0.00034461357,0.00078111823,0.0013457551,-0.0004198925,0
60,247s6,student,16.174013605442177,-395.03076,162.887,4.077299,5.6008196,0.46586248,-8.515377,-21.71867,-9.876403,-8.8722925,-7.43383,-7.337749,-11.851634,-10.812678,-2.1487176,1.6178342,-0.6866278,0.74143696,-0.8366374,0.4514323,-0.4616717,0.6810455,-0.360995,-0.06383054,0.12042705,-0.012198803,1.3482569e-06,-9.5444986e-05,-0.0010220662,0.00059079693,1.3733473e-06,2.4588106e-05,0.00076559465,-0.0010396803,0.00051713677,0.0011507355,0.00065182836,-0.00049317617,0.00025834015,0
61,247s19,student,12.289977324263038,-387.2163,172.88556,-9.320849,10.597859,-1.495458,-4.8980803,-25.3166,-11.570211,-7.8778334,-6.5018325,-9.953304,-8.100573,-10.763223,-2.280162,1.947116,-1.0458574,0.96366936,-1.0013607,0.7683397,-0.71116585,0.6409924,-0.38291097,0.23300953,-0.16203101,0.07017389,-0.0019482273,0.00055133004,-0.0012317724,-0.0005720707,0.000522312,0.00096012466,-5.103267e-05,4.982084e-05,-0.0008422397,0.00042742706,-0.0016674559,-0.00056337926,-0.0005184838,0
62,247s2,student,28.57496598639456,-436.55557,164.4049,16.31847,4.1427507,0.28850627,-1.1705184,-22.34834,-8.308748,-6.6879234,-8.225343,-9.633718,-7.830474,-9.576908,-1.8255215,0.9638227,-0.4548559,0.77866507,-0.49784592,0.20977698,-0.51050305,0.3684006,-0.012942413,0.13638641,-0.16309722,0.043352965,-0.00093117304,0.0003417036,0.003016364,-0.0006667504,-0.0018094559,-0.0008339032,-0.001745224,0.00010686109,0.0010453982,0.0012526955,1.3562537e-06,0.00078640983,-4.8783244e-05,1
63,247s3,student,12.84,-473.36234,177.31549,10.613389,-0.64814204,-1.4766353,-1.4196346,-24.08427,-5.8556423,-5.2338552,-8.02147,-11.97934,-6.4610753,-10.3974,-2.21099,1.6479895,-0.74907196,0.85742706,-0.82105047,0.57143337,-0.7046887,0.520239,-0.100934945,0.17136794,-0.2375972,0.07579301,-0.0008833727,0.0006889112,0.0003799174,-9.239791e-05,-0.00044531064,0.0009963321,-0.00024332774,0.0007211694,0.00035094103,0.00127194,-0.00080029387,6.0079044e-05,0.00024998264,0
64,247s17,student,11.394013605442177,-393.58063,173.77724,-0.40921697,-3.9042573,-0.9536786,-3.0885382,-26.515053,-12.897461,-7.285189,-8.135918,-7.0200334,-7.436135,-11.832987,-2.091428,1.4651563,-0.64313656,0.82350963,-0.7426236,0.30774567,-0.45217958,0.6531766,-0.4447676,0.28075853,-0.1781351,0.0672607,-0.00057194574,-0.0011094997,0.0006577211,0.000594035,0.0016206896,0.000707436,5.3003887e-06,0.0009676819,0.0022989511,-0.0015433794,0.00054014,-0.00015773682,0.0002217169,0
65,202s1,student,9.301995464852608,-424.75885,156.927,19.060375,1.3576473,-1.492898,-6.9807982,-18.242357,-1.6669822,-9.0318,-5.0650506,-7.315146,-6.312913,-7.5360856,-2.0003388,1.0194417,0.06406064,0.29649606,-0.476919,-0.06645293,0.24376637,-0.029515442,-0.07584544,0.26431593,-0.30090812,0.09525813,4.379013e-05,0.0011070188,-0.001373235,-0.000537795,0.0004061322,-0.0010953161,-1.9011626e-05,-0.00023798927,-0.0008069682,0.0010550166,-0.00040851242,0.00037754254,-7.014939e-05,1
66,247s21,student,11.229024943310657,-396.0767,178.58345,-12.986801,3.8322122,-10.0953665,0.698477,-26.622574,-7.422324,-7.3240504,-7.6090493,-11.2882595,-6.315936,-11.447503,-1.9746916,1.2343954,-0.52422047,0.69579357,-0.5341848,0.3418821,-0.54447174,0.45232117,-0.18622047,0.1260381,-0.050673604,0.0010380317,-0.00081810344,0.00058527174,0.000914188,-0.0009086154,0.0008298395,0.00014678387,0.0010071459,-0.00015277308,-0.0008380247,0.0009383,0.0013421151,-0.00032022287,0.0008203654,0
67,247s4,student,13.051020408163266,-408.65027,163.20401,9.478024,5.486894,4.1670046,-5.290201,-26.056698,-6.557525,-6.9585657,-7.488215,-9.332361,-8.72415,-8.036349,-2.0853965,1.4787433,-0.63969064,0.82484293,-0.9375637,0.5507281,-0.49865994,0.5573766,-0.281628,0.13811955,-0.15274535,0.08028751,-0.003282608,-6.4686625e-05,-0.00070055696,-0.000521369,0.002012288,-0.0023585837,0.0015951807,0.000117331,0.00092429516,0.0023374183,-0.0008961129,0.000649947,-0.0020394486,0
68,247s14,student,17.169977324263037,-366.3748,142.29723,12.804151,2.6631045,2.355286,-9.167025,-22.018896,-11.010522,-9.491993,-10.513936,-8.990826,-9.258761,-9.671384,-1.6216592,0.883408,-0.52853525,0.7398412,-0.56716776,0.19671127,-0.33447692,0.44278082,-0.26052704,0.21814308,-0.22578306,0.14833973,-0.00071120914,9.261956e-05,-0.0010718878,-0.00092779147,-0.0018257103,0.0014671866,-0.0001807297,0.0011882123,0.000990571,0.00021930077,0.00040291445,-0.0010119644,-0.0011853734,1
69,247s20,student,33.62698412698413,-378.464,165.69356,-1.9298345,4.08472,-1.0365566,-7.507848,-19.134506,-13.716852,-7.596346,-7.5339937,-9.364013,-5.9090805,-11.787738,-1.976302,1.2831992,-0.55755705,0.83740646,-0.8788774,0.4761833,-0.4630231,0.5685679,-0.36693865,0.20797825,-0.16577017,0.09005768,-0.00062460627,-0.0009716138,0.0001677825,-0.00016318043,0.000218511,0.0005820923,-0.00074021117,0.0007245277,-0.000723565,-0.00011813457,0.0008074146,-5.7032492e-05,-0.000287003,0
70,202s5,student,8.15233560090703,-392.80957,150.19507,11.670217,10.313923,2.3371358,-20.059977,-16.42029,-8.41556,-12.321249,-5.4864783,-10.360274,-4.5847445,-7.071424,-1.8438652,0.72601587,0.39355847,0.032322165,-0.7952774,0.5266228,0.14481525,-0.17414571,-0.058534138,0.21385372,-0.16812661,0.035600193,0.0003447227,-0.002520803,0.0013443287,-0.0004500487,0.0011606375,-0.0017558595,0.0024165001,-0.0014529203,0.0018568196,-0.0026229597,0.0011131596,-0.0042354655,0.0017059341,1
71,202s4,student,34.281995464852606,-382.79742,147.89613,15.813001,2.6889884,4.1324916,-17.05729,-21.803867,-4.0091987,-9.034393,-6.5512877,-11.880203,-4.0266876,-6.0759015,-1.6099731,0.41115,0.063411534,0.591641,-0.5388004,0.031811316,-0.06007178,0.26266176,-0.15268396,0.15122107,-0.17239562,0.061317332,0.00087930966,-0.0017934756,-0.0008843433,0.00038332387,-0.001024588,0.0015329202,-0.00042928447,-2.676617e-05,0.00032427482,-0.0008967994,-0.0005525887,0.00030693255,-0.0005328042,1
72,247s7,student,35.79201814058957,-372.81964,161.28802,-5.176364,9.428344,3.3786714,-12.90791,-22.176167,-10.146091,-9.361323,-7.6693068,-10.429509,-7.1648474,-11.956388,-1.9026275,1.1635686,-0.48848212,0.80840397,-0.764996,0.2132316,-0.2482738,0.47698644,-0.22721556,0.0066716,-0.029020384,0.053289402,-0.0033623464,0.00066604384,-0.0015445594,0.00023236888,-0.0023936103,0.0012922827,0.0008608565,-0.00047963014,-0.00037672784,0.0010054851,-0.00053129304,0.0007054481,-0.0013640025,0
73,202s11,student,13.015011337868481,-372.8193,149.58685,3.3033705,7.2342534,9.305933,-17.10039,-19.433804,-5.5707946,-12.422909,-5.5698195,-10.903925,-7.531473,-4.8207283,-1.8903316,0.84633017,0.31665426,0.033207636,-0.57497907,0.25065932,0.065401725,0.053172465,-0.17722501,0.25948212,-0.19295722,0.062431145,-0.003166633,0.0007310314,-0.0012499171,-0.00058647,-0.00052941096,-0.002515587,0.00043745397,-0.0003500561,-0.001409279,-0.00015802626,-0.00027369213,0.00024445704,5.992636e-05,1
74,202s9,student,33.8390022675737,-343.00714,130.6666,11.948875,6.392807,-2.8067448,-7.641882,-21.656519,-4.1902947,-5.9167175,-8.159964,-7.979554,-4.2051806,-7.766867,-1.5713615,0.6556988,-0.42945725,0.73519397,-0.4588639,0.25985923,-0.30887312,0.109019175,0.013504268,0.18543519,-0.110689804,-0.023132559,0.0011942093,-0.001166874,0.00039578084,0.0008942226,-0.0005489229,0.0013198128,-0.0009493971,0.0026083228,0.0010630656,-0.0008098819,-0.0018054802,0.0014979548,3.8814833e-05,1
75,202s3,student,29.154784580498866,-390.16776,145.24103,16.176586,2.5595393,-2.6937695,-12.369333,-18.653336,-4.2537446,-7.6950192,-7.638176,-9.303303,-4.077208,-7.7997317,-1.5739601,0.39117154,-0.060869288,0.79349416,-0.5311015,-0.011927282,-0.18617867,0.25189453,-0.06597263,0.1827309,-0.17450202,0.03417666,-0.0019397234,0.00029302377,0.00022641453,-0.0012090649,2.5635856e-05,-5.9882368e-05,0.000934358,-0.0022040168,-0.0005273005,0.00060464244,-0.001112737,-0.0002771531,-0.0003784908,1
76,202s8,student,42.091972789115644,-357.18298,141.78491,9.858727,4.003663,-1.5176076,-15.909535,-19.82605,-6.048275,-7.1542873,-9.400537,-11.694933,-5.5000668,-7.4881988,-1.7247751,0.5469754,0.1752362,0.44431126,-0.5684705,0.09750436,-0.028296618,0.15856175,-0.11516175,0.20378712,-0.1957381,0.04488138,-0.002573109,0.0004529776,0.0013569223,-0.00020407228,-0.002220857,-0.0005870346,0.0017640102,0.0003172253,-0.00087689253,0.00035424437,-4.0658946e-05,-0.00031893858,-0.0010755153,1
77,202s10,student,45.30702947845805,-343.39545,133.45827,5.8606687,1.8509988,-0.05621049,-15.753666,-20.079966,-8.010952,-9.3504505,-7.2079535,-12.641843,-4.087991,-7.5802836,-1.7274848,0.5858686,0.11307517,0.5342132,-0.6386984,0.1310324,-0.07761634,0.18311147,-0.12881589,0.24398425,-0.24601823,0.07787944,-0.00025869597,0.00086473953,-0.0015409621,0.0007763111,-0.001106712,-0.00072269625,0.0010088934,-5.9304508e-05,0.0005778385,-0.0009739592,-0.0010968513,-0.001536357,-0.0007226608,1
78,202s12,student,10.98997732426304,-398.49164,138.36859,14.318414,2.0448115,-3.6153657,6.4158473,-24.176605,-5.1016264,-6.182248,-3.112747,-9.481835,-6.5467896,-6.4748154,-1.2893203,0.5349123,-0.41573432,0.4097779,-0.25240093,0.23923095,-0.24909756,0.30591172,-0.33031556,0.17481188,-0.05801231,0.066948086,-0.00081192446,-0.0005167795,0.00048270472,0.0018335452,0.00042190094,0.0003643185,0.0013696665,0.000820827,0.0015229983,0.0010166056,0.0002090898,0.001469516,-0.0007059933,1
79,202s2,student,39.99560090702948,-386.8271,148.86934,17.273478,2.5874844,4.6021423,-17.186415,-23.119793,-0.5927799,-12.275099,-7.48085,-10.100223,-2.8246577,-6.004232,-1.4646581,0.13885485,0.03842459,0.9307277,-0.67691946,-0.08370163,-0.12436678,0.38339686,0.04567154,-0.0390645,-0.21702267,0.11020037,0.00010093466,-0.0003292479,-0.00059370615,0.00042128444,-0.0003710781,4.3847027e-05,-0.0014613105,0.00039182152,-0.00026311073,-0.00019184765,0.00072401355,-0.0009324203,0.0003983616,1
80,202s6,student,55.70498866213152,-355.01025,142.44827,10.775379,6.574534,-0.36452314,-21.628971,-20.053297,-7.704233,-8.084474,-8.339114,-10.840023,-4.3766093,-7.591907,-1.6583866,0.43607253,0.18879133,0.50513285,-0.65818,0.18002072,-0.05014599,0.15290363,-0.08278883,0.16185378,-0.19272967,0.058413126,0.00015300969,0.00034052448,0.0006545137,-0.0006547262,-0.0006326192,-0.00057516934,0.0030720276,-0.0007033315,0.0021078775,-0.0013256813,5.8381753e-05,5.094591e-05,-0.0012605339,1
81,244s10,student,11.811972789115647,-344.59406,154.62833,1.8639635,13.919852,-0.79879355,-0.7731942,-26.359184,-8.860863,-9.934699,-15.03523,-8.90516,-3.423455,-15.032722,-2.0296001,1.7004553,-1.5856845,1.8271134,-1.3561863,0.84637034,-0.83728933,0.6289002,-0.2730497,0.20030889,-0.10831861,0.016886579,0.000104215,-0.0006150266,-0.0020505446,-0.0016045554,-0.0036526378,-0.0002916404,-0.000244896,-0.003388145,-0.0015448371,-0.001423646,0.00040654023,0.0016558939,-0.00074215815,0
82,244s17,student,11.354013605442177,-375.32175,133.59897,10.206602,4.717123,4.2971983,-5.26964,-16.080229,-11.441729,-9.87615,-8.600433,-10.353691,-6.374117,-15.551502,-1.73868,1.0539074,-0.76086676,0.95789707,-0.67159194,0.395007,-0.58674014,0.4735174,-0.10678216,0.23159114,-0.43785134,0.24123181,-0.0005307065,-0.000406976,-0.0022005052,-0.001207446,0.0014056722,-0.00074574904,-0.0017585383,0.001807356,0.00048267806,-0.0012043568,0.00069913245,0.0002156721,-0.0008197155,0
83,244s13,student,2.891972789115646,-376.36002,143.61017,12.387899,9.151875,4.130149,-3.24282,-23.728138,-9.796975,-11.423657,-7.561923,-11.226314,-5.5213766,-11.368953,-1.778413,0.95102835,-0.53459096,1.0137348,-0.80269915,0.2633144,-0.3671975,0.3124625,-0.008799337,0.062136464,-0.1739118,0.11476261,-0.00036439646,0.00070693996,0.0020679098,0.0007903974,-0.0014358198,8.955143e-05,-0.0005738982,-0.0020086484,-0.0016562983,0.00045463507,-0.000901321,-0.0008422487,-0.00047153584,1
84,244s7,student,12.117006802721088,-407.8859,147.19778,14.17983,4.8220425,-0.085991286,-5.918591,-15.477052,-9.578657,-14.364936,-5.420394,-8.838933,-6.8286924,-14.032631,-1.8470452,1.1713088,-1.0152079,1.5734509,-1.2075235,0.6906297,-0.9164034,0.91042733,-0.386055,0.21647255,-0.3186581,0.1722815,0.0013275592,-0.0011722457,-0.0012926578,0.0003277818,0.0022059488,-0.001974667,-0.0012362972,0.0029210472,6.608025e-05,-0.0022996403,-0.0011606733,0.00053540384,0.0013914476,0
85,244s6,student,16.343990929705214,-334.4092,136.58961,7.8137875,12.295423,-0.51097333,-0.7696645,-24.720985,-4.172925,-19.258217,-9.385936,-13.198168,-4.1696105,-12.321888,-1.6549107,0.93272144,-1.0191667,1.5197136,-0.99703395,0.5271985,-0.7553035,0.6794574,-0.2906598,0.27581334,-0.32567587,0.15541294,0.0010252395,-0.0014872849,-0.002069388,0.00013455958,0.001850126,-0.0013907308,0.00072862266,0.00017650475,-0.0028690603,0.0012949042,0.0013623929,0.0017671417,-0.0006482265,0
86,244s9,student,21.32,-364.65927,140.3547,17.624008,11.856711,0.84395736,-3.818066,-30.369736,-8.947405,-11.857332,-11.211008,-10.241496,-6.432367,-10.65604,-1.5835963,0.71016985,-0.70199805,1.1527855,-0.6024642,0.25388876,-0.5342518,0.31817108,-0.014013073,0.15655008,-0.107405245,0.0059638326,-0.00075546856,0.0023480034,-0.0012606906,-0.0020216068,0.0006931762,0.0013778512,-0.0011600952,-0.00027885434,0.00089793175,0.0006155034,-0.0013651499,-0.00048718572,-0.0005128392,1
87,244s4,student,31.890975056689342,-338.00308,141.72072,2.7311623,21.225811,-1.7452996,-3.2471957,-27.840788,-13.699481,-10.122129,-10.879337,-9.838756,-6.213734,-12.106808,-2.0973299,1.9280045,-1.7143068,1.7633538,-1.3541504,0.86446697,-0.7684063,0.58524436,-0.33202213,0.2627719,-0.13833086,0.04287055,-0.0018672873,0.00015872097,-0.0016407411,0.0027740863,-0.003147649,0.0017843806,-0.0023762942,-0.00018703614,0.0020394265,-6.14086e-05,0.00019565815,-0.001258024,0.0014723672,0
88,244s8,student,13.42,-369.46326,131.11806,15.646394,6.8294864,1.7985915,0.40323836,-23.59396,-8.300664,-11.96011,-8.037283,-6.9614725,-8.910501,-11.786595,-1.4348582,0.6029136,-0.7701862,1.0508935,-0.5005227,0.35682964,-0.5662513,0.2768835,-0.12713537,0.21794587,-0.034394797,-0.016931174,-0.0033732587,0.0017593382,-0.0018234886,0.001880503,-0.0003896773,0.0005813475,-0.003623554,0.0017118505,-0.00048079411,0.0008562309,-0.00026649956,0.0018456358,0.0007762137,1
89,244s20,student,2.0819954648526076,-344.89026,91.52794,9.42129,14.140412,-7.742646,6.631423,-20.504494,0.19304399,-7.24932,-5.6470275,-6.279314,-5.018015,-11.6704,-1.1364155,0.58174187,-0.6891662,0.3488409,-0.12199106,0.14322594,-0.27882326,0.19446376,-0.045788117,0.096448734,-0.14367747,0.13986154,-0.0017225217,0.000114065275,-0.0011138191,0.0014286395,-0.0017407842,0.0014798783,-0.00070701557,0.00021759173,8.822011e-05,0.0012580494,-0.0019351232,0.0014006577,-0.0010249037,1
90,244s1,student,20.011927437641724,-348.844,142.2444,14.787365,-1.6895077,-3.239327,7.599619,-27.910847,-10.068303,-7.932599,-8.967125,-6.768541,-8.34407,-9.690329,-1.484037,0.48186582,-0.5404961,0.79931104,0.0652227,-0.09374049,-0.46866783,0.21404755,-0.06183053,0.3014185,-0.1838002,0.0133807575,-0.0015147289,6.878648e-05,-0.00039766863,0.0010432884,-0.00050422666,-0.0020712083,0.0011084834,0.0013781013,0.00022495163,-0.0010727292,0.0015164643,-0.0008980753,-0.00061379554,1
91,244s14,student,37.58598639455782,-324.40985,140.45811,-1.315173,11.669999,2.5619333,-6.532846,-25.054388,-10.397473,-14.3111,-8.535802,-9.283885,-4.3481007,-15.308325,-2.0055072,1.6369381,-1.4449278,1.8830458,-1.7117507,1.162315,-1.044237,0.9151021,-0.5961086,0.47544146,-0.3609426,0.14398198,-0.0013102547,-0.0011928815,0.0010758284,-0.0002453034,0.0009001362,-0.00027915224,-0.0012140968,0.00092465326,0.00096622703,0.001508567,0.00039787215,0.0011935907,-0.00078544684,0
92,244s3,student,5.574013605442177,-494.44107,147.62967,37.751534,-1.6471521,-14.276805,3.8252897,-17.635916,-4.372676,-8.288897,-6.6072083,-5.7401857,-3.2504723,-12.40562,-1.321523,0.46052718,-1.0458814,0.9746214,0.02150184,0.37370124,-0.4862188,0.019329768,-0.12212953,0.1696983,0.0110254325,-0.024697296,0.00046995893,-0.00010581019,0.000843266,0.0008602764,0.00019987774,-6.011551e-05,-0.0002954486,0.00088862854,-0.0005831891,-0.0013745984,0.0005818098,-0.0001825706,0.0010186562,1
93,244s12,student,8.047845804988663,-385.06226,145.16281,23.71209,5.1093173,1.3126007,0.84958655,-23.06247,-6.991205,-10.915647,-8.156273,-7.3574405,-5.3701444,-9.487586,-1.9404627,1.3097284,-0.98036754,1.2917564,-0.8575008,0.3314418,-0.45875865,0.471821,-0.15435632,0.09034263,-0.12601142,0.054841835,-0.0004976421,0.00058498856,-0.0030857392,0.0028425776,-0.0011107642,-0.0006288138,0.0010075786,-0.0020775879,0.0003420967,0.0011581345,0.0003222669,0.00085872476,0.001695378,0
